YMR056C	P04710	S000004660
YDL023C	Q12264	S000002181
YDL025W-A	Q8TGP7	S000028610
YDL026W	Q12147	S000002184
YDL032W	Q12281	S000002190
YDL034W	Q12448	S000002192
YDL041W	Q12352	S000002199
YDL050C	Q07355	S000002208
YDL057W	Q07379	S000002215
YDL062W	Q07410	S000002220
YDL068W	Q07435	S000002226
YDL071C	Q07438	S000002229
YDL073W	Q07454	S000002231
YDL085C-A	Q3E7B7	S000007588
YDL086C-A	Q8TGP8	S000028611
YDL086W	Q07505	S000002244
YDL094C	Q07509	S000002252
YDL109C	Q12103	S000002267
YDL114W	Q07530	S000002272
YDL114W-A	P0C5M5	S000007598
YDL118W	Q07535	S000002276
YDL124W	Q07551	S000002282
YDL129W	Q07555	S000002287
YDL144C	Q07589	S000002303
YDL152W	Q12394	S000002311
YDL157C	Q12082	S000002316
YDL158C	Q12047	S000002317
YDL159C-B	Q8TGP9	S000028612
YDL159W-A	Q3E774	S000007599
YDL162C	Q12307	S000002321
YDL163W	Q12148	S000002322
YDL172C	Q12135	S000002331
YDL176W	Q12027	S000002335
YDL177C	Q12257	S000002336
YDL180W	Q12301	S000002339
YDL183C	P48569	S000002342
YDL185C-A	P0C5M4	S000007600
YDL186W	P48568	S000002345
YDL187C	Q07613	S000002346
YDL196W	Q12187	S000002355
YDL199C	Q12407	S000002358
YDL206W	Q12424	S000002365
YDL211C	Q12121	S000002370
YDL213W-A	Q00590	-
YDL218W	Q07629	S000002377
YDL221W	Q07649	S000002380
YDL228C	Q07658	S000002387
YDL240C-A	P0C5L8	S000007601
YDL241W	Q07738	S000002400
YDL242W	Q07746	S000002401
YDL247W-A	P0C5L9	S000007602
YDR003W-A	Q3E7Z7	S000028819
YDR008C	A0A023PZ99	S000002415
YDR010C	Q12426	S000002417
YDR015C	Q12195	S000002422
YDR018C	Q12185	S000002425
YDR029W	Q12111	S000002436
YDR034C-A	P0C289	S000007233
YDR034W-B	Q6Q5X2	S000007234
YDR042C	Q03205	S000002449
YDR048C	A0A023PZE6	S000002455
YDR053W	Q07790	S000002460
YDR061W	Q12298	S000002468
YDR089W	P38966	S000002496
YDR090C	Q03193	S000002497
YDR094W	A0A023PYD3	S000002501
YDR095C	Q03831	S000002502
YDR102C	Q03864	S000002509
YDR109C	Q04585	S000002516
YDR114C	Q04597	S000002521
YDR115W	Q04598	S000002522
YDR118W-A	P0C5L7	S000028820
YDR124W	Q04608	S000002531
YDR131C	Q03899	S000002538
YDR132C	Q03900	S000002539
YDR133C	Q03904	S000002540
YDR149C	A0A023PXH9	S000002556
YDR154C	A0A023PZA4	S000002561
YDR157W	A0A023PZE8	S000002564
YDR169C-A	Q3E789	S000028538
YDR179W-A	Q03983	S000002587
YDR182W-A	Q3E796	S000028539
YDR183C-A	P0C5M3	S000028540
YDR187C	A0A023PYD7	S000002595
YDR193W	P0C5E0	S000002601
YDR194W-A	Q3E818	S000028541
YDR199W	A0A023PXB9	S000002607
YDR203W	A0A023PXI4	S000002611
YDR209C	Q03480	S000002617
YDR210W	Q03482	S000002618
YDR215C	Q12240	S000002623
YDR220C	Q04923	S000002628
YDR222W	Q04925	S000002630
YDR230W	A0A023PZA9	S000002638
YDR239C	Q03780	S000002647
YDR246W-A	Q3E763	S000028542
YDR248C	Q03786	S000002656
YDR249C	Q03787	S000002657
YDR250C	Q03788	S000002658
YDR262W	Q12331	S000002670
YDR269C	P87281	S000002677
YDR271C	P87282	S000002679
YDR274C	P87283	S000002682
YDR278C	Q05612	S000002686
YDR286C	Q05530	S000002694
YDR290W	P87280	S000002698
YDR306C	Q06640	S000002714
YDR320W-B	P0C5M0	S000028821
YDR327W	P87288	S000002735
YDR338C	Q05497	S000002746
YDR340W	Q05503	S000002748
YDR341C	Q05506	S000002749
YDR344C	Q05510	S000002752
YDR354C-A	Q8TGP6	S000028613
YDR355C	P87285	S000002763
YDR366C	P87287	S000002774
YDR371C-A	P0C5M1	S000028822
YDR381C-A	Q3E6R5	S000007650
YDR387C	Q04162	S000002795
YDR391C	Q04170	S000002799
YDR396W	O13522	S000002804
YDR401W	O13523	S000002809
YDR406W-A	P0C5M2	S000028543
YDR413C	P87266	S000002821
YDR415C	Q04033	S000002823
YDR417C	P87267	S000002825
YDR426C	P87268	S000002834
YDR431W	Q04069	S000002839
YDR433W	P87269	S000002841
YDR442W	P87270	S000002850
YDR444W	Q04093	S000002852
YDR445C	Q04100	S000002853
YDR455C	P87271	S000002863
YDR461C-A	Q2V2P7	S000087209
YDR464C-A	Q8TGP5	S000028614
YDR467C	P87264	S000002875
YDR476C	Q03362	S000002884
YDR491C	Q03418	S000002899
YDR509W	P87272	S000002917
YDR510C-A	Q8TGR7	S000028615
YDR514C	Q04408	S000002922
YDR521W	P87273	S000002929
YDR524C-A	Q8TGR6	S000028616
YDR524C-B	Q3E6R4	S000028739
YDR524W-C	P0C1Z1	S000028740
YDR526C	P87274	S000002934
YDR535C	Q04434	S000002943
YDR537C	P87261	S000002945
YDR541C	Q03049	S000002949
YDR543C	Q03051	S000002951
YDR544C	Q03057	S000002952
YDR545C-A	P0CL37	S000028617
YEL008C-A	Q8TGP3	S000028618
YEL008W	P40001	S000000734
YEL009C-A	A0A023PZF2	S000028741
YEL010W	P40000	S000000736
YEL014C	P39999	S000000740
YEL018C-A	A0A023PYD9	S000028742
YEL020C	P39994	S000000746
YEL020C-B	P0C5M6	S000028544
YEL023C	P39992	S000000749
YEL025C	P39991	S000000751
YEL028W	P39989	S000000754
YEL030C-A	Q8TGR5	S000028619
YEL032C-A	Q8TGP4	S000028620
YEL034C-A	Q02217	S000028743
YEL043W	P32618	S000000769
YEL045C	P32616	S000000771
YEL050W-A	P0C5M7	S000028545
YEL053W-A	A0A023PXC2	S000028744
YEL057C	P39983	S000000783
YEL067C	P39978	S000000793
YEL068C	P39977	S000000794
YEL073C	P39974	S000000799
YEL074W	P39973	S000000800
YEL075C	P39972	S000000801
YEL075W-A	P89888	S000002956
YEL076C	P39971	S000000802
YEL076C-A	P0CX16	S000002955
YEL077C	Q3E7X8	S000006409
YEL077W-A	P0CX95	S000028621
YER006C-A	A0A023PXI8	S000028745
YER010C	P40011	S000000812
YER023C-A	Q8TGP2	S000028622
YER034W	P40022	S000000836
YER039C-A	P0CD97	S000007226
YER046W-A	A0A023PZF5	S000028747
YER053C-A	Q3E7B0	S000007523
YER066C-A	P87263	S000002959
YER067C-A	A0A023PYE4	S000028748
YER068C-A	A0A023PXC7	S000028749
YER076C	P40049	S000000878
YER076W-A	A0A023PXJ3	S000028750
YER078W-A	Q3E7A2	S000028546
YER079C-A	A0A023PZB8	S000028751
YER079W	P40052	S000000881
YER084W	P40057	S000000886
YER084W-A	A0A023PZG0	S000028752
YER085C	P40058	S000000887
YER087C-A	A0A023PYE9	S000028753
YER088C-A	A0A023PXD3	S000028754
YER088W-B	Q8TGR4	S000028623
YER090C-A	P0C5M8	S000029725
YER091C-A	Q02590	S000007238
YER097W	P40062	S000000899
YER107W-A	A0A023PXJ7	S000028755
YER119C-A	P87191	S000002961
YER121W	P40076	S000000923
YER130C	P39959	S000000932
YER133W-A	A0A023PZC3	S000028756
YER134C	P40081	S000000936
YER135C	P40082	S000000937
YER137C	P40083	S000000939
YER137W-A	A0A023PZG5	S000028757
YER138W-A	P0C270	S000007239
YER145C-A	A0A023PYF4	S000028758
YER147C-A	A0A023PXD5	S000028759
YER148W-A	A0A023PXK2	S000028760
YER152C	P10356	S000000954
YER152W-A	A0A023PZC7	S000028761
YER156C	P40093	S000000958
YER158C	P40095	S000000960
YER158W-A	Q8TGR3	S000028624
YER165C-A	A0A023PZH1	S000028762
YER172C-A	A0A023PYF7	S000028763
YER175W-A	Q8TGU4	S000028625
YER181C	P40097	S000000983
YER186C	P40101	S000000988
YER187W	P40102	S000000989
YER188C-A	P0C0V2	S000028764
YER188W	P40103	S000000990
YER189W	P40104	S000000991
YER190C-A	P0CL27	S000028626
YER190C-B	P0CX94	S000028627
YFL012W	P43580	S000001882
YFL012W-A	Q03186	S000002964
YFL013W-A	Q03187	S000028628
YFL015C	P43578	S000001879
YFL015W-A	A0A023PXD9	S000028765
YFL019C	P43576	S000001875
YFL021C-A	A0A023PXK7	S000028766
YFL031C-A	Q8TGU3	S000028629
YFL032W	P43566	S000001862
YFL040W	P43562	S000001854
YFL041W-A	Q3E817	S000028547
YFL051C	P43552	S000001843
YFL057C	P43546	S000001837
YFL063W	P43541	S000001831
YFL064C	P43540	S000001830
YFL065C	P43539	S000001829
YFL066C	P43538	S000001828
YFL067W	P43537	S000001827
YFL068W	P0CX99	S000001826
YFR006W	P43590	S000001902
YFR009W-A	P0C5M9	S000028823
YFR010W-A	P0C5N0	S000028824
YFR012W-A	Q3E838	S000007606
YFR016C	P43597	S000001912
YFR018C	P43599	S000001914
YFR032C-B	Q8TGU2	S000028630
YFR034W-A	Q8TGR2	S000028631
YFR035C	P43608	S000001931
YFR036W-A	A0A023PZD0	S000028767
YFR045W	P43617	S000001941
YFR052C-A	A0A023PZH4	S000028768
YFR054C	P43622	S000001950
YFR056C	P43624	S000001951
YFR057W	P43625	S000001953
YGL006W-A	Q3E802	S000028769
YGL007C-A	Q8TGU0	S000028632
YGL014C-A	P0C5N1	S000028825
YGL015C	P33199	S000002983
YGL024W	P53190	S000002992
YGL034C	P53186	S000003002
YGL036W	P53185	S000003004
YGL039W	P53183	S000003007
YGL041C	P53182	S000003009
YGL041C-B	Q3E750	S000028548
YGL041W-A	P0C5N3	S000028826
YGL042C	P53181	S000003010
YGL052W	P53175	S000003020
YGL063C-A	Q8TGP0	S000028633
YGL069C	P53162	S000003037
YGL072C	P53161	S000003040
YGL074C	P53160	S000003042
YGL081W	P53156	S000003049
YGL082W	P53155	S000003050
YGL088W	P53151	S000003056
YGL102C	P53143	S000003070
YGL108C	P53139	S000003076
YGL109W	P53138	S000003077
YGL114W	P53134	S000003082
YGL117W	P53133	S000003085
YGL118C	P53132	S000003086
YGL123C-A	Q8TGP1	S000028634
YGL132W	P53126	S000003100
YGL138C	P53122	S000003106
YGL140C	P53120	S000003108
YGL149W	P53116	S000003117
YGL152C	P53113	S000003120
YGL159W	P53110	S000003127
YGL165C	P53106	S000003133
YGL176C	P46945	S000003144
YGL177W	P53105	S000003145
YGL182C	P53103	S000003150
YGL185C	P53100	S000003153
YGL188C	P53098	S000003156
YGL188C-A	Q8TGU1	S000028635
YGL193C	P53097	S000003161
YGL194C-A	Q2V2P6	S000087160
YGL199C	P53092	S000003167
YGL204C	P53089	S000003172
YGL214W	P53087	S000003182
YGL217C	P53085	S000003185
YGL218W	P53084	S000003186
YGL230C	P53074	S000003199
YGL235W	P53071	S000003204
YGL239C	P53069	S000003208
YGL242C	P53066	S000003211
YGL258W-A	Q3E740	S000007607
YGL260W	P53056	S000003229
YGL262W	P53054	S000003231
YGR011W	P53205	S000003243
YGR012W	P53206	S000003244
YGR016W	P53209	S000003248
YGR017W	P53210	S000003249
YGR018C	P53211	S000003250
YGR021W	P53212	S000003253
YGR022C	P53213	S000003254
YGR025W	P53216	S000003257
YGR026W	P53217	S000003258
YGR035C	P53222	S000003267
YGR035W-A	Q45U48	S000028827
YGR039W	P53225	S000003271
YGR042W	P53227	S000003274
YGR045C	P53229	S000003277
YGR050C	P53231	S000003282
YGR051C	P53232	S000003283
YGR053C	P53234	S000003285
YGR054W	P53235	S000003286
YGR064W	P53240	S000003296
YGR066C	P53242	S000003298
YGR067C	P53243	S000003299
YGR068W-A	Q8TGN8	S000028637
YGR069W	P53245	S000003301
YGR073C	P53247	S000003305
YGR079W	P53249	S000003311
YGR107W	P53263	S000003339
YGR111W	P53265	S000003343
YGR114C	P53268	S000003346
YGR115C	P53269	S000003347
YGR117C	P53270	S000003349
YGR121W-A	Q3E816	S000028550
YGR122C-A	P0C5N2	S000007240
YGR122W	P53272	S000003354
YGR125W	P53273	S000003357
YGR126W	P53274	S000003358
YGR127W	P53275	S000003359
YGR130C	P53278	S000003362
YGR137W	P53282	S000003369
YGR139W	P53284	S000003371
YGR146C-A	Q8TGT9	S000028638
YGR151C	P53287	S000003383
YGR153W	P48238	S000003385
YGR160W	P53288	S000003392
YGR161W-C	Q3E744	S000029726
YGR164W	P53291	S000003396
YGR168C	P53293	S000003400
YGR174W-A	Q8TGT8	S000028639
YGR176W	P32475	S000003408
YGR182C	P53300	S000003414
YGR190C	P53302	S000003422
YGR201C	P42936	S000003433
YGR204C-A	Q8TGT7	S000028640
YGR210C	P42942	S000003442
YGR219W	P53307	S000003451
YGR226C	P50083	S000003458
YGR228W	P53308	S000003460
YGR237C	P50089	S000003469
YGR240C-A	Q3E786	S000028551
YGR242W	P53310	S000003474
YGR250C	P53316	S000003482
YGR259C	P53321	S000003491
YGR265W	P53325	S000003497
YGR266W	P53326	S000003498
YGR269W	P40326	S000003501
YGR270C-A	Q8TGN7	S000028641
YGR273C	P53329	S000003505
YGR283C	P53336	S000003515
YGR290W	P53339	S000003522
YGR291C	P53340	S000003523
YGR293C	P53342	S000003525
YGR296C-A	P0CL28	S000028642
YGR296C-B	P0CX96	S000028643
YHL002C-A	A0A023PYG1	S000028770
YHL005C	P38752	S000000997
YHL006W-A	A0A023PXE5	S000028771
YHL008C	P38750	S000001000
YHL012W	P38709	S000001004
YHL015W-A	Q3E7Z6	S000028828
YHL017W	P38745	S000001009
YHL018W	P38744	S000001010
YHL019W-A	A0A023PXL1	S000028772
YHL026C	P38740	S000001018
YHL030W-A	A0A023PZD5	S000028773
YHL034W-A	A0A023PZH9	S000028774
YHL037C	P38733	S000001029
YHL041W	P38730	S000001033
YHL042W	P38729	S000001034
YHL044W	P38727	S000001036
YHL045W	P38726	S000001037
YHL046W-A	A0A023PYG5	S000028775
YHL048C-A	Q3E758	S000028829
YHL049C	P38722	S000001041
YHL050C	P38721	S000001042
YHL050W-A	P0C5B8	S000028644
YHR007C-A	Q07074	S000028830
YHR020W	P38708	S000001062
YHR022C	P38763	S000001064
YHR022C-A	Q8TGT6	S000028645
YHR028W-A	A0A023PXE8	S000028776
YHR032C-A	Q8TGT5	S000028646
YHR032W-A	P0C5N6	S000028831
YHR033W	P38690	S000001075
YHR045W	P38775	S000001087
YHR049C-A	O13533	S000003532
YHR050W-A	Q05451	S000028832
YHR052W-A	P0CL32	S000028647
YHR054C	P38780	S000001096
YHR054W-A	P0CL33	S000028648
YHR056W-A	A0A023PXL7	S000028777
YHR063W-A	A0A023PZE1	S000028778
YHR069C-A	A0A023PZI4	S000028779
YHR070C-A	A0A023PYH0	S000028780
YHR071C-A	A0A023PXF2	S000028781
YHR073C-B	P0C5N4	S000028833
YHR073W-A	P0C5N7	S000028834
YHR078W	P38799	S000001120
YHR086W-A	Q3E746	S000028552
YHR095W	P38808	S000001137
YHR097C	P38809	S000001139
YHR112C	P38716	S000001154
YHR122W	P38829	S000001164
YHR125W	P38831	S000001167
YHR127W	P38833	S000001169
YHR130C	P38834	S000001172
YHR131C	P38835	S000001173
YHR131W-A	A0A023PXM2	S000028782
YHR137C-A	Q8TGN6	S000028649
YHR138C	P38841	S000001180
YHR139C-A	O13536	S000003533
YHR140W	P38842	S000001182
YHR145C	O13537	S000001188
YHR165W-A	A0A023PZE4	S000028783
YHR173C	P38864	S000001216
YHR175W-A	Q3E815	S000028553
YHR177W	P38867	S000001220
YHR180C-B	P0C5N5	S000028554
YHR180W	P38868	S000001223
YHR180W-A	P0C5N8	S000028555
YHR182C-A	A0A023PZI9	S000028784
YHR182W	P38870	S000001225
YHR193C-A	A0A023PYH5	S000028785
YHR202W	P38887	S000001245
YHR210C	P38893	S000001253
YHR212C	P0CX89	S000001255
YHR212W-A	P0CX91	S000028650
YHR213W	P0CI67	S000001256
YHR213W-A	Q8TGT4	S000028651
YHR213W-B	Q8TGK1	S000028652
YHR214C-D	P0CX93	S000028653
YHR214C-E	Q8TGK0	S000028654
YHR214W	P0CX19	S000001257
YHR214W-A	O13534	S000003535
YHR217C	P38898	S000001260
YHR218W	P38899	S000001261
YHR218W-A	A0A023PXF5	S000028786
YHR219C-A	P0CL34	S000028655
YHR219W	P38900	S000001262
YIL001W	P40560	S000001263
YIL002W-A	Q3E7Z5	S000028835
YIL012W	P40551	S000001274
YIL014C-A	Q02598	S000003536
YIL020C-A	A0A023PXM7	S000028787
YIL021C-A	Q8TGN4	S000028656
YIL024C	P40543	S000001286
YIL025C	P40542	S000001287
YIL028W	P40539	S000001290
YIL029C	P40538	S000001291
YIL029W-A	A0A023PZE9	S000028788
YIL030W-A	A0A023PZJ3	S000028789
YIL032C	P40536	S000001294
YIL046W-A	Q3E7Z4	S000028836
YIL047C-A	A0A023PYH8	S000028790
YIL054W	P40524	S000001316
YIL055C	P40523	S000001317
YIL058W	P40521	S000001320
YIL059C	P40520	S000001321
YIL060W	P40519	S000001322
YIL066W-A	A0A023PXF8	S000028791
YIL067C	P40514	S000001329
YIL068W-A	A0A023PXN3	S000028792
YIL071W-A	A0A023PZF3	S000028793
YIL077C	P40508	S000001339
YIL086C	P40503	S000001348
YIL089W	P40500	S000001351
YIL092W	P40497	S000001354
YIL100C-A	Q03884	S000028794
YIL100W	P40490	S000001362
YIL102C	P40488	S000001364
YIL102C-A	Q2V2P5	S000113587
YIL105W-A	Q8TGN5	S000028657
YIL108W	P40483	S000001370
YIL115W-A	A0A023PZJ9	S000028795
YIL134C-A	Q45U18	S000028556
YIL141W	P40461	S000001403
YIL142C-A	A0A023PYI2	S000028796
YIL152W	P40455	S000001414
YIL156W-A	A0A023PXG3	S000028797
YIL156W-B	Q2V2P4	S000028511
YIL161W	P40449	S000001423
YIL163C	P40448	S000001425
YIL165C	P40446	S000001427
YIL166C	P40445	S000001428
YIL168W	P0CF21	S000001430
YIL171W-A	A0A023PXN9	S000028798
YIL171W	P40440	S000001433
YIL174W	P0CL25	S000001436
YIL175W	P0CL23	S000001437
YIL177C	P40434	S000001439
YIL177W-A	P0CL41	S000028658
YIR016W	P40572	S000001455
YIR017W-A	Q03885	S000028799
YIR018C-A	Q3E7Z3	S000028837
YIR020C	P40575	S000001459
YIR020C-B	Q03888	S000028800
YIR020W-A	Q03886	S000007241
YIR021W-A	Q3E739	S000028838
YIR023C-A	A0A023PZF9	S000028801
YIR030W-A	A0A023PZK4	S000028802
YIR035C	P40579	S000001474
YIR036W-A	A0A023PYI5	S000028803
YIR040C	P40584	S000001479
YIR042C	P40586	S000001481
YIR043C	P40587	S000001482
YIR044C	P40588	S000001483
YJL007C	P47080	S000003544
YJL009W	P47078	S000003546
YJL015C	P47073	S000003552
YJL016W	P47072	S000003553
YJL020W-A	Q8TGN2	S000028659
YJL022W	P47066	S000003559
YJL026C-A	Q8TGJ8	S000028660
YJL027C	P47063	S000003564
YJL028W	P47062	S000003565
YJL032W	P47059	S000003569
YJL043W	P47053	S000003579
YJL045W	P47052	S000003581
YJL047C-A	Q3E737	S000028804
YJL049W	P47048	S000003585
YJL052C-A	Q3E837	S000007610
YJL055W	P47044	S000003591
YJL064W	P47038	S000003600
YJL067W	P40365	S000003603
YJL068C	P40363	S000003604
YJL070C	P40361	S000003606
YJL077W-A	Q8TGN3	S000028661
YJL077W-B	Q8TGT3	S000028662
YJL086C	P47028	S000003622
YJL107C	P42947	S000003643
YJL118W	P47022	S000003654
YJL119C	P47021	S000003655
YJL120W	P47020	S000003656
YJL127C-B	Q3E828	S000028522
YJL127W-A	P0C5P1	S000007612
YJL132W	P47014	S000003668
YJL133C-A	Q3E7A3	S000028805
YJL135W	P47012	S000003671
YJL136W-A	Q3E801	S000028806
YJL144W	P47009	S000003680
YJL150W	P47004	S000003686
YJL152W	P47003	S000003688
YJL156W-A	P0C5N9	S000007613
YJL163C	P46996	S000003699
YJL169W	P46994	S000003705
YJL171C	P46992	S000003707
YJL175W	P46991	S000003711
YJL181W	P46987	S000003717
YJL182C	P46986	S000003718
YJL193W	P39542	S000003729
YJL195C	P39541	S000003731
YJL197C-A	P0C5P0	S000028839
YJL202C	P39532	S000003738
YJL206C	P39529	S000003741
YJL211C	P40898	S000003747
YJL213W	P40896	S000003749
YJL215C	P40895	S000003751
YJL218W	P40892	S000003754
YJL220W	P40891	S000003756
YJL222W-A	P0CL26	S000028663
YJL222W-B	P0CL24	S000028664
YJL225C	P40889	S000003760
YJL225W-A	P0CL42	S000028665
YJR011C	P47086	S000003772
YJR012C	P47087	S000003773
YJR015W	P47090	S000003776
YJR018W	P47091	S000003779
YJR020W	P47092	S000003781
YJR023C	P47094	S000003784
YJR030C	P47101	S000003791
YJR037W	P47105	S000003798
YJR038C	P47106	S000003799
YJR039W	P47107	S000003800
YJR054W	P47114	S000003815
YJR056C	P47115	S000003817
YJR061W	P40355	S000003822
YJR071W	P47121	S000003832
YJR079W	P47126	S000003840
YJR085C	P47131	S000003845
YJR087W	P47132	S000003847
YJR096W	P47137	S000003857
YJR098C	P47139	S000003859
YJR107C-A	P0CT86	-
YJR107W	P47145	S000003868
YJR111C	P47148	S000003872
YJR112W-A	Q3E743	S000028513
YJR114W	P47151	S000003875
YJR115W	P47152	S000003876
YJR120W	P47157	S000003881
YJR124C	P47159	S000003885
YJR128W	P47162	S000003889
YJR140W-A	Q8TGN1	S000028666
YJR141W	P47172	S000003902
YJR142W	P47173	S000003903
YJR146W	P47174	S000003907
YJR149W	P47177	S000003910
YJR151W-A	Q3E775	S000028557
YJR154W	P47181	S000003915
YJR157W	P47184	S000003918
YJR162C	P47188	S000003923
YKL018C-A	Q3E7A7	S000007615
YKL023C-A	Q2V2P3	S000113559
YKL023W	P36103	S000001506
YKL030W	P36099	S000001513
YKL031W	P36098	S000001514
YKL033W-A	Q86ZR7	S000007242
YKL036C	P32859	S000001519
YKL044W	P36092	S000001527
YKL050C	P35736	S000001533
YKL053W	P35733	S000001536
YKL063C	P35725	S000001546
YKL065W-A	Q2V2P2	S000113563
YKL066W	P36089	S000001549
YKL068W-A	Q3E826	S000028524
YKL069W	P36088	S000001552
YKL070W	P36087	S000001553
YKL071W	P36086	S000001554
YKL075C	P36083	S000001558
YKL083W	P36079	S000001566
YKL091C	P33324	S000001574
YKL096C-B	Q8TGT2	S000028667
YKL097C	P34245	S000001580
YKL100C	P34248	S000001583
YKL100W-A	P0C5P2	S000028840
YKL102C	P34249	S000001585
YKL106C-A	Q3E7A0	S000007616
YKL107W	P34251	S000001590
YKL111C	P36074	S000001594
YKL115C	P36073	S000001598
YKL118W	P36072	S000001601
YKL123W	P36071	S000001606
YKL131W	P36067	S000001614
YKL133C	P36066	S000001616
YKL136W	P36065	S000001619
YKL145W-A	P0C5P3	S000028841
YKL147C	P36061	S000001630
YKL153W	P36058	S000001636
YKL156C-A	Q8TGN0	S000028668
YKL162C-A	P0C5P4	S000007244
YKL162C	P36052	S000001645
YKL165C-A	P0C5P5	S000007617
YKL169C	P36050	S000001652
YKL177W	P34238	S000001660
YKL183C-A	Q3E765	S000028558
YKL187C	P34231	S000001670
YKL202W	P36042	S000001685
YKL222C	P35995	S000001705
YKL223W	P36031	S000001706
YKL225W	P36030	S000001708
YKR005C	Q02203	S000001713
YKR011C	Q02209	S000001719
YKR012C	P36109	S000001720
YKR015C	P36111	S000001723
YKR018C	P36114	S000001726
YKR023W	P36119	S000001731
YKR032W	P36127	S000001740
YKR033C	P36128	S000001741
YKR040C	P36133	S000001748
YKR041W	P36134	S000001749
YKR045C	P36138	S000001753
YKR047W	P36140	S000001755
YKR051W	P36142	S000001759
YKR070W	P36151	S000001778
YKR073C	P36153	S000001781
YKR075C	P36155	S000001783
YKR075W-A	Q8TGM9	S000028669
YKR078W	P36158	S000001786
YKR104W	P0CE69	S000001812
YLL006W-A	Q3E814	S000028560
YLL017W	P0CF33	S000003940
YLL019W-A	Q8TGM8	S000028670
YLL020C	Q07811	S000003943
YLL032C	Q07834	S000003955
YLL037W	Q07865	S000003960
YLL044W	Q07880	S000003967
YLL047W	Q07881	S000003970
YLL053C	P0CD98	S000003976
YLL054C	Q12244	S000003977
YLL056C	Q12177	S000003979
YLL058W	Q12198	S000003981
YLL059C	Q12336	S000003982
YLL065W	Q99339	S000003988
YLL066C	Q99208	S000003989
YLL066W-A	P0CY00	S000028671
YLL066W-B	Q8TGJ7	S000028672
YLL067C	Q07888	S000003990
YLL067W-A	P0CY01	S000028673
YLR001C	Q07895	S000003991
YLR012C	Q07927	S000004002
YLR030W	Q07967	S000004020
YLR031W	Q07978	S000004021
YLR036C	Q07986	S000004026
YLR041W	Q07989	S000004031
YLR042C	Q07990	S000004032
YLR046C	Q12253	S000004036
YLR049C	Q12110	S000004039
YLR050C	Q12155	S000004040
YLR053C	Q12026	S000004043
YLR076C	Q08018	S000004066
YLR101C	Q08027	S000004091
YLR108C	Q12259	S000004098
YLR111W	Q12528	S000004101
YLR112W	Q12130	S000004102
YLR118C	Q12354	S000004108
YLR120W-A	Q8TGR1	S000028674
YLR122C	Q12312	S000004112
YLR123C	Q12174	S000004113
YLR124W	Q12327	S000004114
YLR125W	Q12138	S000004115
YLR126C	Q12288	S000004116
YLR140W	Q12077	S000004130
YLR146W-A	Q2V2P1	S000113566
YLR149C	Q99296	S000004139
YLR149C-A	P0C5P8	S000007619
YLR152C	P54072	S000004142
YLR154C-G	Q3E813	S000028561
YLR154C-H	P0CY02	S000028562
YLR154W-B	P0C5P9	S000028563
YLR154W-F	P0C5Q0	S000028843
YLR156C-A	P0CY03	S000028564
YLR156W	P0CE96	S000004146
YLR157C-C	P0CY04	S000028565
YLR157W-D	P0CE99	S000028677
YLR157W-E	P0CF00	S000028678
YLR159C-A	P0CY05	S000028566
YLR159W	P0CE97	S000004149
YLR161W	P0CE98	S000004151
YLR162W	Q06235	S000004152
YLR163W-A	P0C5P6	S000028844
YLR169W	O13561	S000004159
YLR171W	O13562	S000004161
YLR173W	Q06247	S000004163
YLR177W	Q06251	S000004167
YLR179C	Q06252	S000004169
YLR184W	Q06267	S000004174
YLR198C	O13530	S000004188
YLR202C	O13531	S000004192
YLR217W	O13532	S000004207
YLR222C-A	P0C5P7	S000028568
YLR225C	Q05948	S000004215
YLR230W	A0A023PXG7	S000004220
YLR232W	O13546	S000004222
YLR235C	A0A023PXP4	S000004225
YLR236C	A0A023PZG4	S000004226
YLR252W	O13573	S000004242
YLR255C	O13574	S000004245
YLR257W	Q06146	S000004247
YLR264C-A	Q3E732	S000028808
YLR269C	O13550	S000004259
YLR271W	Q06152	S000004261
YLR278C	Q05854	S000004268
YLR279W	O13540	S000004269
YLR280C	O13541	S000004270
YLR281C	Q05863	S000004271
YLR282C	O13542	S000004272
YLR283W	Q05867	S000004273
YLR285C-A	Q3E771	S000028569
YLR286W-A	Q8TGM4	S000028679
YLR287C	Q05881	S000004277
YLR294C	O13543	S000004285
YLR296W	Q05898	S000004287
YLR297W	Q05899	S000004288
YLR299C-A	Q8TGM3	S000028680
YLR302C	O13544	S000004293
YLR307C-A	Q3E825	S000028525
YLR311C	Q06158	S000004302
YLR317W	O13553	S000004309
YLR326W	Q06170	S000004318
YLR334C	Q06127	S000004326
YLR339C	O94085	S000004331
YLR342W-A	Q3E810	S000028571
YLR345W	Q06137	S000004337
YLR347W-A	Q8TGM2	S000028681
YLR349W	O94086	S000004341
YLR352W	Q06479	S000004344
YLR358C	O13565	S000004350
YLR361C-A	Q3E795	S000028845
YLR363W-A	Q3E747	S000007620
YLR364C-A	P0C5Q1	S000028846
YLR365W	Q7LIF2	S000004357
YLR366W	Q7LIF1	S000004358
YLR374C	O13545	S000004366
YLR379W	O13579	S000004371
YLR399W-A	Q8TGM1	S000028682
YLR400W	Q06051	S000004392
YLR402W	Q06057	S000004394
YLR406C-A	Q8TGT1	S000028683
YLR407W	Q06070	S000004399
YLR412C-A	Q3E742	S000028572
YLR413W	Q06689	S000004405
YLR415C	O13578	S000004407
